ARMOR_BONUS,ATTACK_BONUS,ATTRIBUTE,ATTRIBUTE_LABEL,BASE_MANA_COST,BOARD_POSITION_RELATIVE,BOARD_POSITION_RELATIVE_LABEL,CANNOT_RECEIVE_OWNED,CANNOT_RECEIVE_OWNED_LABEL,CARD_DESC_TYPE,CARD_DESC_TYPE_LABEL,CARD_LOCATION,CARD_LOCATION_LABEL,CARD_TYPE,CARD_TYPE_LABEL,CLASS,CLASS_LABEL,EXCLUSIVE,EXCLUSIVE_LABEL,FULL_MANA_CRYSTALS,FULL_MANA_CRYSTALS_LABEL,HERO_CLASS,HERO_CLASS_LABEL,HOW_MANY,HP_BONUS,MANA,MANA_MODIFIER,OPERATION,OPERATION_LABEL,RANDOM_TARGET,RANDOM_TARGET_LABEL,RANK,RARITY,RARITY_LABEL,SECONDARY_VALUE,SUB_SPELL_COUNT,SUB_SPELL_PROBABILITY,SUB_SPELL_RANK,SUB_TRIGGER_COUNT,SUB_TRIGGER_PROBABILTY,SUB_TRIGGER_RANK,SUMMON_BASE_ATTACK,SUMMON_BASE_HP,SUMMON_CHARGE,SUMMON_CHARGE_LABEL,SUMMON_DIVINE_SHIELD,SUMMON_DIVINE_SHIELD_LABEL,SUMMON_RACE,SUMMON_STEALTH,SUMMON_STEALTH_LABEL,SUMMON_TAUNT,SUMMON_TAUNT_LABEL,SUMMON_TRIGGERS,SUMMON_WINDFURY,SUMMON_WINDFURY_LABEL,TARGET_PLAYER,TARGET_PLAYER_LABEL,TARGET_SELECTION,TARGET_SELECTION_LABEL,VALUE
,,35,DIVINE_SHIELD,3,,,,,,,,,,,0,AddAttributeSpell,,,,,3,DRUID,,,,,,,,,3,1,COMMON,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,
,,36,STEALTH,3,,,,,,,,,,,0,AddAttributeSpell,,,,,3,DRUID,,,,,,,,,3,1,COMMON,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,
,,22,TAUNT,3,,,,,,,,,,,0,AddAttributeSpell,,,,,3,DRUID,,,,,,,,,3,1,COMMON,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,
,3,,,3,,,,,,,,,,,9,BuffSpell,,,,,3,DRUID,,,,,,,,,3,1,COMMON,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,9,BuffSpell,,,,,3,DRUID,,3,,,,,,,3,1,COMMON,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,1,AddDeathrattleSpell,,,,,3,DRUID,,,,,,,,,3,1,COMMON,,3,1.0,4,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,3,DRUID,,,,,,,,,4,1,COMMON,,2,1.0,5,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,5,0,FREE,,,,,0,0.0,6,1,1,,,,,,,,,,[],,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,5,0,FREE,,,,,0,0.0,6,1,1,,,,,,,,,,[],,,,,,,
,,,,3,,,,,,,,,,,3,AddSpellTriggerSpell,,,,,3,DRUID,,,,,,,,,3,1,COMMON,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,9,BuffSpell,,,,,3,DRUID,,,,,,,,,3,1,COMMON,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,1
,,,,3,,,,,,,,,,,1,AddDeathrattleSpell,,,,,4,HUNTER,,,,,,,,,0,2,RARE,,1,1.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,3,,,,,,,,,,,83,ReceiveCardSpell,,,,,4,HUNTER,,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,10,WARLOCK,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,4,3,,,,,DEMON,,,,,,,,,,,,
,,,,2,,,,,,,,,,,27,DamageSpell,,,,,10,WARLOCK,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,59,MetaSpell,,,,,11,WARRIOR,,,,,,,,,0,1,COMMON,,2,1.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
4,,,,5,,,,,,,,,,,8,BuffHeroSpell,,,,,11,WARRIOR,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,109,SummonRandomMinionFilteredSpell,,,,,11,WARRIOR,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,5,MAGE,,,,,,,,,0,2,RARE,,,,,1,1.0,1,2,4,,,,,,,,,,,,,,,,,
,,16,FROZEN,4,,,,,,,,,,,0,AddAttributeSpell,,,,,5,MAGE,,,,,,,1,true,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,49,FromDeckToHandSpell,,,,,10,WARLOCK,,,,,,,,,0,1,COMMON,,1,1.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,2
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,10,WARLOCK,,,,,,,,,1,1,COMMON,,,,,0,0.0,2,1,1,,,,,DEMON,,,,,[],,,,,,,
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,2,RARE,,,,,1,1.0,1,3,3,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,5,,,,,,,,,,,62,MissilesSpell,,,,,0,ANY,1,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,4
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,3,EPIC,,,,,0,0.0,1,5,5,,,,,,,,,,[],,,,,,,
,,,,10,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,4,LEGENDARY,,,,,1,1.0,1,6,6,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,10,,,,,,,,,,,62,MissilesSpell,,,,,0,ANY,,,,,,,,,1,4,LEGENDARY,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,0,,,,,,,,,,,9,BuffSpell,,,,,9,SHAMAN,,2,,,,,,,0,0,FREE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,7,PRIEST,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,2,3,,,,,MECH,,,,,,,,,,,,
,,,,2,,,,,,,,,,,62,MissilesSpell,,,,,7,PRIEST,1,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,1
,,,,0,,,,,,,,,,,51,GainManaSpell,,,,,3,DRUID,,,,,,,,,0,0,FREE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,2
,,,,9,,,,,,,,,,,113,SummonSpell,,,,,10,WARLOCK,,,,,,,,,0,4,LEGENDARY,,,,,1,1.0,1,3,15,0,false,0,false,DEMON,0,false,0,false,,0,false,,,,,
,,,,9,,,,,,,,,,,59,MetaSpell,,,,,10,WARLOCK,,,,,,,,,1,4,LEGENDARY,,4,1.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,9,,,,,,,,,,,31,DestroySpell,,,,,10,WARLOCK,,,,,,,,,2,4,LEGENDARY,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,9,,,,,,,,,,,15,ChangeHeroSpell,,,,,10,WARLOCK,,,,,,,,,2,4,LEGENDARY,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,9,,,,,,,,,,,46,EquipWeaponSpell,,,,,10,WARLOCK,,,,,,,,,2,4,LEGENDARY,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,9,,,,,,,,,,,70,OverrideTargetSpell,,,,,10,WARLOCK,,,,,,,,,2,4,LEGENDARY,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,3,2,0,false,0,false,,0,false,1,true,[],0,false,,,,,
,,,,7,,,,,,,,,,,113,SummonSpell,,,,,5,MAGE,,,,,,,,,0,4,LEGENDARY,,,,,0,0.0,1,7,7,,,,,MECH,,,,,[],,,,,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,1,1,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,2,,,,,,,,,,,109,SummonRandomMinionFilteredSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,72,PutCopyInHandSpell,,,,,5,MAGE,,,,,,,,,0,3,EPIC,,0,0.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,2,2,0,false,0,false,BEAST,0,false,0,false,,0,false,,,,,
,,,,2,,,,,,,,,,,21,ConditionalSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,14,1.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,2,,,,,,,,,,,37,DiscoverOptionSpell,1,true,,,0,ANY,,,,,,,,,2,1,COMMON,,13,1.0,3,,,,,,,,,,,,,,,,,,,,,,
,,19,WINDFURY,2,,,,,,,,,,,0,AddAttributeSpell,,,,,0,ANY,,,,,,,,,3,1,COMMON,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,
,,43,UNTARGETABLE_BY_SPELLS,2,,,,,,,,,,,0,AddAttributeSpell,,,,,0,ANY,,,,,,,,,3,1,COMMON,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,
,,35,DIVINE_SHIELD,2,,,,,,,,,,,0,AddAttributeSpell,,,,,0,ANY,,,,,,,,,3,1,COMMON,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,
,,36,STEALTH,2,,,,,,,,,,,0,AddAttributeSpell,,,,,0,ANY,,,,,,,,,3,1,COMMON,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,
,,22,TAUNT,2,,,,,,,,,,,0,AddAttributeSpell,,,,,0,ANY,,,,,,,,,3,1,COMMON,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,
,3,,,2,,,,,,,,,,,9,BuffSpell,,,,,0,ANY,,,,,,,,,3,1,COMMON,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,9,BuffSpell,,,,,0,ANY,,3,,,,,,,3,1,COMMON,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,1,AddDeathrattleSpell,,,,,0,ANY,,,,,,,,,3,1,COMMON,,3,1.0,4,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,4,1,COMMON,,2,1.0,5,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,5,0,FREE,,,,,0,0.0,6,1,1,,,,,,,,,,[],,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,5,0,FREE,,,,,0,0.0,6,1,1,,,,,,,,,,[],,,,,,,
,,,,2,,,,,,,,,,,3,AddSpellTriggerSpell,,,,,0,ANY,,,,,,,,,3,1,COMMON,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,9,BuffSpell,,,,,0,ANY,,,,,,,,,3,1,COMMON,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,1
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,2,1,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,9,BuffSpell,,,,,0,ANY,,1,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,5,6,0,false,0,false,DRAGON,0,false,0,false,,0,false,,,,,
,,,,4,,,,,,,,,,,109,SummonRandomMinionFilteredSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,1,OPPONENT,0,NONE,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,4,HUNTER,,,,,,,,,0,2,RARE,,,,,1,1.0,1,3,3,0,false,0,false,BEAST,0,false,0,false,,0,false,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,4,HUNTER,,,,,,,,,1,2,RARE,,2,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,4,HUNTER,,,,,,,,,2,0,FREE,,,,,0,0.0,3,1,1,,,,,BEAST,,,,,[],,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,4,HUNTER,,,,,,,,,2,0,FREE,,,,,0,0.0,3,1,1,,,,,BEAST,,,,,[],,,,,,,
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,3,EPIC,,,,,1,1.0,1,6,5,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,6,,,,,,,,,,,24,CopyHeroPower,,,,,0,ANY,,,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,2,,,,,,,,,,,41,DrawCardSpell,,,,,10,WARLOCK,,,,,,,,,0,0,FREE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,1
,,,,9,,,,,,,,,,,113,SummonSpell,,,,,10,WARLOCK,,,,,,,,,0,4,LEGENDARY,,,,,0,0.0,1,9,7,0,false,0,false,DEMON,0,false,0,false,[],0,false,,,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,4,3,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,3,,,,,,,,,,,66,ModifyDurabilitySpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,1,OPPONENT,0,NONE,-1
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,7,PRIEST,,,,,,,,,0,0,FREE,,,,,0,0.0,1,2,2,,,,,,,,,,[],,,,,,,
,3,,,1,,,,,,,,,,,9,BuffSpell,,,,,6,PALADIN,,2,,,,,1,true,0,1,COMMON,,0,0.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,3,2,0,false,0,false,MURLOC,0,false,0,false,,0,false,,,,,
,,,,3,,,,,,,,,,,21,ConditionalSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,2,1.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,3,,,,,,,,,,,38,DiscoverRandomCardSpell,,,,,0,ANY,,,,,,,,,2,1,COMMON,,1,1.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,83,ReceiveCardSpell,,,,,0,ANY,,,,,,,,,3,1,COMMON,,0,0.0,4,,,,,,,,,,,,,,,,,,0,SELF,,,
,,,,3,,,,,,,,,,,43,EitherOrSpell,,,,,7,PRIEST,,,,,,,,,0,3,EPIC,,7,1.0,1,,,,,,,,,,,,,,,,,,0,SELF,0,NONE,
,,,,3,,,,,,,,,,,21,ConditionalSpell,,,,,7,PRIEST,,,,,,,,,1,3,EPIC,,2,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,14,ChangeHeroPowerSpell,,,,,7,PRIEST,,,,,,,,,2,3,EPIC,,1,1.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,27,DamageSpell,,,,,7,PRIEST,,,,,,,,,3,0,FREE,,0,0.0,4,,,,,,,,,,,,,,,,,,,,2,ANY,3
,,,,3,,,,,,,,,,,59,MetaSpell,,,,,7,PRIEST,,,,,,,,,1,3,EPIC,,3,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,62,SHADOWFORM,3,,,,,,,,,,,0,AddAttributeSpell,,,,,7,PRIEST,,,,,,,,,2,3,EPIC,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,14,ChangeHeroPowerSpell,,,,,7,PRIEST,,,,,,,,,2,3,EPIC,,1,1.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,27,DamageSpell,,,,,7,PRIEST,,,,,,,,,3,0,FREE,,0,0.0,4,,,,,,,,,,,,,,,,,,,,2,ANY,2
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,2,3,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,62,MissilesSpell,,,,,0,ANY,1,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,2
,,,,0,,,,,,,,,,,59,MetaSpell,,,,,5,MAGE,,,,,,,,,0,3,EPIC,,2,1.0,1,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,,,0,,,,,,,,,,,27,DamageSpell,,,,,5,MAGE,,,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,51,GainManaSpell,,,,,5,MAGE,,,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,2,RARE,,,,,1,1.0,1,3,6,0,false,0,false,DRAGON,0,false,0,false,,0,false,,,,,
,,,,6,,,,,,,,,,,21,ConditionalSpell,,,,,0,ANY,,,,,,,,,1,2,RARE,,1,1.0,2,,,,,,,,,,,,,,,,,,,,6,ENEMY_MINIONS,
,,,,6,,,,,,,,,,,31,DestroySpell,,,,,0,ANY,,,,,,,,,2,2,RARE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,27,DamageSpell,,,,,11,WARRIOR,,,,,,,,,0,3,EPIC,,0,0.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,3
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,3,EPIC,,,,,1,1.0,1,5,4,,,,,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,83,ReceiveCardSpell,,,,,0,ANY,,,,,,,,,1,3,EPIC,,1,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,2,1,COMMON,,,,,0,0.0,3,2,2,,,,,,,,,,[],,,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,3,3,0,false,0,false,BEAST,0,false,0,false,,0,false,,,,,
,,,,4,,,,,,,,,,,38,DiscoverRandomCardSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,1,1.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,4,,,,,,,,,,,83,ReceiveCardSpell,,,,,0,ANY,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,0,SELF,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,4,LEGENDARY,,,,,1,1.0,1,5,5,0,false,0,false,BEAST,0,false,0,false,,0,false,,,,,
,,,,3,,,,,,,,,,,83,ReceiveCardSpell,,,,,0,ANY,,,,,,,,,1,4,LEGENDARY,,2,1.0,2,,,,,,,,,,,,,,,,,,1,OPPONENT,0,NONE,
,1,,,1,,,,,,,,,,,9,BuffSpell,,,,,0,ANY,,1,,,,,,,2,0,FREE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,1,,,1,,,,,,,,,,,9,BuffSpell,,,,,0,ANY,,1,,,,,,,2,0,FREE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,9,SHAMAN,,,,,,,,,0,0,FREE,,,,,0,0.0,1,0,2,0,false,0,false,TOTEM,0,false,1,true,[],0,false,,,,,
,,,,6,,,,,,,,,,,59,MetaSpell,,,,,3,DRUID,,,,,,,,,0,0,FREE,,2,1.0,1,,,,,,,,,,,,,,,,,,,,2,ANY,
,,,,6,,,,,,,,,,,27,DamageSpell,,,,,3,DRUID,,,,,,,,,1,0,FREE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,5
,,,,6,,,,,,,,,,,41,DrawCardSpell,,,,,3,DRUID,,,,,,,,,1,0,FREE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,1
,,,,7,,,,,,,,,,,113,SummonSpell,,,,,3,DRUID,,,,,,,,,0,3,EPIC,,,,,0,0.0,1,5,5,,,,,,,,,,[],,,,,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,3,3,,,,,,,,,,,,,,,,,
,,19,WINDFURY,3,,,,,,,,,,,0,AddAttributeSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,7,,,,,,,,,,,113,SummonSpell,,,,,11,WARRIOR,,,,,,,,,0,4,LEGENDARY,,,,,1,1.0,1,6,5,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,7,,,,,,,,,,,45,EquipRandomWeaponSpell,,,,,11,WARRIOR,,,,,,,,,1,4,LEGENDARY,,0,0.0,2,,,,,,,,,,,,,,,,,,0,SELF,0,NONE,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,1,2,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,19,ConditionalAttackBonusSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,3,DRUID,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,3,2,0,false,0,false,BEAST,1,true,0,false,[],0,false,,,,,
,,,,1,,,,,,,,,,,59,MetaSpell,,,,,3,DRUID,,,,,,,,,0,1,COMMON,,2,1.0,1,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,,,1,,,,,,,,,,,31,DestroySpell,,,,,3,DRUID,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,41,DrawCardSpell,,,,,3,DRUID,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,1,OPPONENT,,,2
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,4,HUNTER,,,,,,,,,0,0,FREE,,,,,0,0.0,1,4,4,0,false,0,false,BEAST,0,false,1,true,[],0,false,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,11,WARRIOR,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,2,5,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,27,DamageSpell,,,,,11,WARRIOR,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,2
,,,,3,,,,,,,,,,,72,PutCopyInHandSpell,,,,,5,MAGE,2,,,,,,,,0,1,COMMON,,0,0.0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,9,,,,,,,,,,,113,SummonSpell,,,,,3,DRUID,,,,,,,,,0,4,LEGENDARY,,,,,0,0.0,1,5,5,,,,,,,,,,[],,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,2,,,,,,,,,,[],,,,,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,2,RARE,,,,,0,0.0,1,4,8,0,false,0,false,,0,false,0,false,[],0,false,,,,,
,,,,2,,,,,,,,,,,122,TransformToRandomMinionSpell,,,,,9,SHAMAN,,,,,,,,,0,2,RARE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,4,,,4,,,,,,,,,,,9,BuffSpell,,,,,6,PALADIN,,4,,,,,,,0,0,FREE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,2,RARE,,,,,1,1.0,1,3,2,0,false,0,false,DRAGON,0,false,0,false,,0,false,,,,,
,,,,4,,,,,,,,,,,9,BuffSpell,,,,,0,ANY,,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,9,,,,,,,,,,,113,SummonSpell,,,,,3,DRUID,,,,,,,,,0,4,LEGENDARY,,,,,0,0.0,1,5,8,,,,,,,,,,[],,,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,0,FREE,,,,,0,0.0,1,7,6,,,,,DRAGON,,,,,[],,,,,,,
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,2,RARE,,,,,1,1.0,1,2,3,0,false,0,false,MURLOC,0,false,0,false,,0,false,,,,,
,,,,6,,,,,,,,,,,27,DamageSpell,,,,,0,ANY,,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,2
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,3,4,0,false,0,false,MECH,0,false,0,false,,0,false,,,,,
,,,,4,,,,,,,,,,,21,ConditionalSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,2,1.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,4,,,,,,,,,,,38,DiscoverRandomCardSpell,,,,,0,ANY,,,,,,,,,2,1,COMMON,,1,1.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,83,ReceiveCardSpell,,,,,0,ANY,,,,,,,,,3,1,COMMON,,0,0.0,4,,,,,,,,,,,,,,,,,,0,SELF,,,
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,3,5,0,false,0,false,,0,false,0,false,[],1,true,,,,,
,,,,1,,,,,,,,,,,38,DiscoverRandomCardSpell,,,,,8,ROGUE,,,,,,,,,0,2,RARE,,1,1.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,1,,,,,,,,,,,83,ReceiveCardSpell,,,,,8,ROGUE,,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,0,SELF,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,3,4,0,false,0,false,,1,true,0,false,[],0,false,,,,,
,,,,1,,,,,,,,,,,9,BuffSpell,,,,,0,ANY,,1,,,,,,,0,0,FREE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,3,MINIONS,
